State,County,State/County FIPS Code,Alcohol Abuse,Alzheimer's Disease/Dementia,Arthritis ,Asthma,Atrial Fibrillation,Autism Spectrum Disorders,Cancer,Chronic Kidney Disease,COPD,Depression ,Diabetes,Drug Abuse/Substance Abuse,HIV/AIDS,Heart Failure,Hepatitis  (Chronic Viral B & C),Hyperlipidemia,Hypertension,Ischemic Heart Disease,Osteoporosis,Schizophrenia/Other Psychotic Disorders,Stroke
Arizona ,  ,  ,"26,248.70","22,567.10","14,734.50","20,314.30","23,239.70","7,725.00","18,867.40","21,644.50","24,401.30","19,803.70","15,282.50","30,661.40","14,590.30","28,639.30","23,892.90","12,639.10","13,879.80","18,152.90","16,780.00","26,626.40","29,578.10"
Arizona ,Apache ,4001,"33,195.70","29,164.00","16,327.10","22,616.30","32,970.70",0,"25,454.00","36,520.60","34,106.00","22,833.90","17,160.50","38,171.30","35,843.40","37,429.00","58,211.60","20,285.10","18,798.60","24,888.80","21,739.30","30,674.70","47,039.70"
Arizona ,Cochise ,4003,"27,270.40","20,761.30","13,630.70","20,248.10","23,726.90","2,271.70","18,395.10","21,441.60","23,721.00","18,614.70","13,290.70","33,276.10","12,356.90","26,837.40","13,766.40","12,092.70","12,866.30","16,468.40","15,464.50","26,759.00","30,254.60"
Arizona ,Coconino ,4005,"28,879.90","25,538.20","16,118.90","20,915.90","26,806.30","15,285.40","21,455.90","27,959.20","28,453.80","20,025.20","17,113.00","31,777.40","16,352.20","34,850.10","23,214.50","14,438.20","15,768.50","21,250.30","21,826.50","26,537.50","38,121.50"
Arizona ,Gila ,4007,"29,591.80","23,342.50","15,099.40","22,458.40","25,053.70",0,"19,215.00","23,909.80","26,741.20","22,436.60","16,264.20","35,206.20","27,774.10","28,352.80","23,181.50","14,487.90","15,216.00","19,369.60","16,263.20","25,080.40","29,104.70"
Arizona ,Graham ,4009,"38,134.30","18,067.30","13,430.70","18,087.90","19,840.50",0,"16,686.40","22,508.50","28,982.70","15,948.30","12,665.80","27,348.20",0,"25,149.90",0,"12,909.50","13,098.30","17,103.90","18,116.40","17,758.40","35,770.00"
Arizona ,Greenlee ,4011,0,"12,458.50","12,631.00","16,045.20","17,045.80",0,"16,576.10","22,344.70","22,618.00","17,450.50","10,197.30",0,0,"23,719.60",0,"13,788.40","12,553.30","15,850.30","19,882.20","26,453.60","28,910.40"
Arizona ,La Paz ,4012,"34,394.90","24,563.60","15,850.90","28,774.00","27,105.30",0,"22,637.00","24,845.40","24,489.40","24,410.00","17,138.00","42,428.10",0,"26,890.40","25,741.20","13,852.00","14,863.30","18,258.10","22,166.50","47,004.20","29,508.40"
Arizona ,Maricopa ,4013,"25,672.90","23,362.60","15,028.60","20,553.50","23,936.00","8,800.80","19,175.90","21,401.60","25,322.30","20,477.60","15,750.70","31,271.40","14,164.30","29,264.10","26,394.60","12,886.60","14,180.20","18,406.60","16,828.50","27,323.20","29,781.30"
Arizona ,Mohave ,4015,"24,439.30","22,896.30","13,909.90","19,094.80","23,016.40","3,474.00","19,089.40","20,763.20","21,187.20","19,033.50","14,396.00","27,912.30","13,132.40","26,303.70","17,897.70","11,712.50","12,853.90","17,404.50","15,092.70","26,563.60","26,992.80"
Arizona ,Navajo ,4017,"34,348.90","22,253.10","15,191.30","21,243.40","22,644.60",0,"21,158.60","28,838.80","23,554.20","21,153.50","16,073.70","35,811.80","6,952.90","30,536.20","27,771.60","15,959.30","15,652.80","20,829.60","21,998.20","24,534.70","34,648.70"
Arizona ,Pima ,4019,"24,115.00","19,893.50","14,046.40","18,853.80","21,169.50","5,775.90","16,967.90","19,649.00","23,291.80","17,997.40","14,049.00","29,706.20","16,906.90","27,356.70","21,888.30","11,333.70","12,964.00","16,955.90","15,826.10","23,918.10","28,992.10"
Arizona ,Pinal ,4021,"29,547.30","23,322.50","14,981.00","23,477.10","23,067.80","9,743.50","18,387.60","23,422.40","25,465.20","20,085.70","16,354.40","31,683.80","17,118.90","31,222.30","25,592.80","12,890.40","14,157.80","18,798.90","17,541.60","28,870.90","29,259.40"
Arizona ,Santa Cruz ,4023,"22,102.50","16,489.90","12,132.10","20,737.20","20,734.20",0,"14,782.50","20,068.00","24,283.90","16,466.10","12,886.00","18,796.60",0,"27,701.90","19,211.30","10,153.70","11,292.70","16,495.10","15,297.10","15,603.20","34,019.40"
Arizona ,Unknown ,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona ,Yavapai ,4025,"23,264.00","19,745.40","13,152.60","17,169.30","20,064.50","3,355.90","18,332.20","19,616.90","20,818.50","17,362.20","13,376.10","27,939.20","9,246.70","24,670.60","16,970.10","11,053.80","12,377.30","15,885.40","15,039.30","26,288.80","25,926.90"
Arizona ,Yuma ,4027,"27,387.20","24,102.00","16,450.30","23,610.00","24,940.70",0,"21,272.90","22,989.30","25,723.50","21,790.80","14,922.60","23,705.40","9,450.00","28,840.20","14,896.10","13,936.60","14,154.10","19,507.10","18,997.80","28,041.00","29,842.50"
Arkansas ,  ,  ,"22,365.50","20,205.50","13,731.30","20,938.20","20,995.00","8,352.10","18,856.80","24,339.80","21,929.60","17,374.70","13,617.50","21,652.20","13,426.10","24,025.30","18,806.30","12,387.50","12,510.00","15,692.10","18,028.00","23,905.60","26,675.90"
Arkansas ,Arkansas ,5001,"16,311.70","18,367.10","12,713.90","19,536.00","18,641.20",0,"17,191.50","22,759.80","20,157.60","15,230.60","12,424.00","14,221.70",0,"20,613.30","15,515.50","12,178.50","12,438.70","13,423.30","17,173.20","20,670.70","20,334.80"
Arkansas ,Ashley ,5003,"23,403.10","26,469.10","16,679.00","22,727.10","23,519.10",0,"22,364.10","29,269.60","25,500.60","20,152.10","14,640.20","19,240.20",0,"25,996.60","15,630.20","14,585.70","14,033.70","16,272.50","20,462.20","24,548.10","29,989.50"
Arkansas ,Baxter ,5005,"17,593.50","16,693.50","12,008.70","18,418.50","17,161.40",0,"16,436.30","18,609.40","19,574.10","14,909.40","11,313.10","18,019.10",0,"22,621.90","9,245.50","9,822.90","10,616.40","13,985.60","13,308.70","19,235.90","22,325.20"
Arkansas ,Benton ,5007,"22,340.40","18,896.00","13,767.10","19,934.70","19,934.80","6,512.70","17,680.30","21,547.10","20,653.50","16,241.40","13,139.00","27,239.80","11,995.70","23,180.50","19,868.80","11,589.80","12,280.60","14,725.20","17,205.60","25,133.50","24,763.10"
Arkansas ,Boone ,5009,"17,067.80","17,306.30","12,304.50","17,460.30","18,289.30",0,"16,257.10","21,333.10","19,842.20","15,928.60","12,287.70","26,571.80",0,"21,635.30","12,701.80","10,678.30","11,215.70","15,161.60","15,228.50","21,563.80","22,436.10"
Arkansas ,Bradley ,5011,"16,777.80","19,944.40","14,884.40","24,952.90","21,801.80",0,"18,127.90","30,076.80","23,268.80","19,880.70","14,241.20","18,648.20",0,"22,755.00",0,"14,408.20","13,634.40","16,116.50","18,599.00","22,214.90","24,977.30"
Arkansas ,Calhoun ,5013,"18,207.10","20,011.70","12,883.40","21,475.20","20,327.00",0,"20,481.50","24,791.60","21,228.60","22,648.70","12,023.50","21,942.30",0,"23,008.60",0,"13,965.40","12,679.00","15,476.20","20,805.20","24,674.60","25,909.80"
Arkansas ,Carroll ,5015,"21,061.30","22,857.20","12,252.20","18,270.00","22,572.70",0,"17,000.40","22,598.90","22,616.60","16,940.40","12,502.70","23,442.60","17,235.20","25,685.30","21,719.30","10,800.80","11,427.70","15,550.50","15,315.40","27,639.30","25,907.90"
Arkansas ,Chicot ,5017,"18,991.50","26,615.80","19,682.60","27,571.60","35,105.90",0,"19,511.50","35,748.30","30,572.40","27,088.40","17,835.30","20,552.30",0,"30,915.50",0,"15,991.60","15,221.70","21,168.00","24,463.50","32,055.70","38,415.50"
Arkansas ,Clark ,5019,"15,105.00","17,008.00","12,231.00","18,449.80","17,943.10",0,"16,925.70","21,599.80","18,491.70","15,464.10","12,187.90","15,707.00",0,"20,310.50","28,771.20","11,970.80","10,829.60","13,972.20","14,973.40","27,019.30","22,885.00"
Arkansas ,Clay ,5021,"16,266.80","22,884.70","14,938.60","22,096.40","24,202.30",0,"21,030.50","25,793.80","22,651.20","17,993.30","14,928.50","15,928.30",0,"26,010.80","21,630.00","14,238.70","13,795.20","17,124.00","21,222.80","25,654.90","30,211.00"
Arkansas ,Cleburne ,5023,"20,611.90","16,185.10","11,564.10","17,371.50","15,940.20",0,"19,204.30","21,688.40","19,418.90","15,537.80","11,458.00","16,468.80",0,"21,138.30","11,951.90","10,401.70","10,735.00","12,685.80","13,045.50","24,844.70","20,001.40"
Arkansas ,Cleveland ,5025,"36,716.30","21,392.20","12,671.30","20,574.50","23,695.30",0,"17,669.70","24,093.20","25,413.50","17,194.30","13,947.50","7,655.60",0,"25,647.70",0,"12,352.50","12,671.60","15,494.20","21,261.20","29,154.40","23,558.10"
Arkansas ,Columbia ,5027,"29,856.90","19,948.00","13,314.10","19,179.40","20,730.40",0,"18,975.30","24,659.00","24,079.20","16,309.20","12,764.40","18,913.90",0,"25,208.70","13,168.50","12,402.60","11,903.40","15,242.10","15,901.10","18,659.00","26,938.90"
Arkansas ,Conway ,5029,"22,173.00","14,248.10","12,222.50","16,508.30","17,294.60",0,"16,908.10","23,471.70","21,431.80","17,247.20","12,907.20","17,264.20",0,"21,419.50","19,920.00","11,721.40","12,262.70","13,374.40","16,878.60","21,201.30","22,985.00"
Arkansas ,Craighead ,5031,"25,055.30","23,054.90","14,127.60","24,463.20","20,669.20","4,288.60","21,324.50","25,191.50","22,858.70","18,049.20","13,417.90","25,173.70","15,874.70","25,360.00","28,893.70","12,901.30","12,657.40","15,818.20","21,117.30","20,206.80","25,613.10"
Arkansas ,Crawford ,5033,"24,769.00","21,755.50","14,913.00","19,220.70","24,438.40",0,"19,389.60","22,750.90","22,608.40","16,979.20","13,550.00","24,955.60",0,"25,362.80","17,055.90","12,550.50","12,466.80","16,404.80","19,285.40","27,100.20","31,477.00"
Arkansas ,Crittenden ,5035,"26,158.90","27,543.80","15,942.30","31,778.40","28,185.70",0,"22,664.10","28,397.30","24,795.10","22,557.20","16,797.90","26,458.70","22,909.40","27,777.60","27,221.60","14,579.60","13,849.60","20,348.50","20,824.70","32,609.30","37,812.50"
Arkansas ,Cross ,5037,"31,472.00","22,427.00","14,732.50","24,889.80","23,761.00",0,"19,593.60","26,574.60","25,574.00","18,008.30","13,891.70","23,329.00",0,"27,081.90",0,"13,833.40","13,505.60","17,414.00","22,276.90","20,263.30","28,755.40"
Arkansas ,Dallas ,5039,"23,917.70","21,340.50","13,282.20","14,234.90","23,113.90",0,"21,850.30","26,548.60","24,152.20","19,548.10","13,675.40","10,553.80",0,"21,423.00",0,"12,755.50","12,326.20","16,321.80","19,716.70","25,661.80","24,369.40"
Arkansas ,Desha ,5041,"28,054.10","25,201.00","15,582.80","29,367.50","29,139.50",0,"20,854.40","34,384.90","29,367.70","24,149.10","16,762.60","23,047.40",0,"31,567.10",0,"15,772.20","15,007.70","18,349.10","23,987.60","31,550.30","33,156.50"
Arkansas ,Drew ,5043,"21,215.80","22,880.30","14,987.00","25,402.00","20,491.40",0,"18,389.40","29,688.50","22,581.40","21,261.10","14,989.40","24,142.80",0,"22,392.20","22,520.10","14,478.90","13,962.70","16,097.40","20,251.00","23,670.70","30,385.10"
Arkansas ,Faulkner ,5045,"21,994.90","15,954.30","13,701.60","19,510.20","19,188.30","6,899.40","18,786.60","23,567.60","19,582.50","16,073.20","12,207.90","19,076.00","8,678.50","23,025.80","27,327.40","11,081.60","11,742.40","14,357.50","15,062.40","23,032.00","24,849.90"
Arkansas ,Franklin ,5047,"12,744.80","20,048.70","14,144.40","26,933.70","23,277.20",0,"24,440.00","24,899.30","26,290.20","19,606.60","14,206.90","17,703.50",0,"23,341.80","26,617.10","14,246.20","13,213.70","16,802.10","17,232.00","25,229.50","33,488.90"
Arkansas ,Fulton ,5049,"20,908.60","23,382.40","12,413.40","18,918.50","18,293.40",0,"17,945.80","22,299.70","18,476.70","15,657.20","13,603.30","15,003.50",0,"23,098.80","7,338.10","11,888.30","11,751.00","16,952.50","18,338.70","24,200.80","33,933.30"
Arkansas ,Garland ,5051,"24,853.60","21,516.90","14,030.30","21,081.30","19,483.90","8,341.30","17,662.20","24,615.10","21,888.50","17,595.90","13,492.80","22,151.40","12,840.00","24,279.40","17,031.50","11,565.80","12,357.30","15,038.10","19,650.50","26,895.40","26,302.30"
Arkansas ,Grant ,5053,"14,646.40","21,057.80","12,761.10","18,746.30","22,237.60",0,"18,564.40","22,571.00","20,759.90","16,798.10","13,026.30","19,195.60",0,"25,028.70","15,281.70","11,104.80","11,877.60","14,269.90","16,711.40","27,405.20","24,232.90"
Arkansas ,Greene ,5055,"13,714.70","20,577.10","13,925.80","21,500.80","22,637.50",0,"22,207.70","25,606.20","21,341.40","17,359.50","14,143.20","18,442.10",0,"25,183.80","15,404.30","13,084.80","12,909.70","16,249.70","17,951.80","20,609.10","28,600.80"
Arkansas ,Hempstead ,5057,"36,978.90","21,625.80","15,032.60","18,211.60","19,132.20",0,"19,014.30","27,043.80","24,466.70","19,672.40","14,400.80","35,674.00",0,"25,154.30",0,"12,675.40","13,039.30","15,679.00","21,461.80","23,894.30","30,082.60"
Arkansas ,Hot Spring ,5059,"24,570.20","20,430.00","13,934.00","20,098.70","19,919.40",0,"18,459.60","23,593.90","20,188.90","16,858.70","12,437.20","22,134.90","22,518.00","23,289.00","27,361.00","10,809.30","11,367.80","14,852.40","19,292.20","27,199.20","22,530.50"
Arkansas ,Howard ,5061,"25,122.70","25,189.70","13,213.80","18,319.40","21,800.10",0,"18,574.20","28,901.10","24,687.90","19,017.40","14,914.10","19,511.70",0,"25,430.80",0,"13,077.90","13,129.30","18,134.30","17,399.90","24,156.70","27,235.40"
Arkansas ,Independence ,5063,"18,538.90","20,124.60","13,249.50","18,323.90","21,247.10",0,"18,159.10","24,941.50","20,695.50","18,694.90","13,851.40","22,305.50",0,"22,991.40","17,505.40","12,855.10","13,151.40","16,313.00","16,561.10","24,679.10","26,790.40"
Arkansas ,Izard ,5065,"16,764.60","19,819.00","11,733.70","18,174.00","19,446.20",0,"17,354.50","21,105.50","17,789.80","14,200.80","11,592.50","15,501.70",0,"21,700.70","13,958.40","10,408.90","11,475.10","14,261.20","17,196.80","21,147.90","20,112.10"
Arkansas ,Jackson ,5067,"23,267.40","23,580.70","14,290.90","22,467.00","22,943.00",0,"21,292.60","26,414.70","22,755.10","19,924.90","14,908.10","21,224.50",0,"26,971.90","13,558.00","14,225.50","13,275.40","17,590.60","23,294.10","26,324.60","27,446.60"
Arkansas ,Jefferson ,5069,"24,851.90","19,415.80","13,232.60","25,046.70","23,798.80",787.9,"20,278.70","25,419.60","26,046.30","18,065.30","14,499.00","17,938.60","9,147.80","24,562.70","17,264.70","13,794.90","12,691.90","15,934.20","18,369.90","17,832.30","24,873.80"
Arkansas ,Johnson ,5071,"21,592.00","18,768.70","12,417.80","17,278.30","18,839.40",0,"17,731.90","22,698.80","16,734.00","17,096.50","11,875.10","20,613.30",0,"21,086.00","14,035.50","10,841.30","11,092.00","13,518.90","19,948.20","18,350.30","19,910.90"
Arkansas ,Lafayette ,5073,"21,925.90","24,526.40","14,846.60","24,440.60","20,245.20",0,"18,422.70","26,864.20","23,451.30","17,459.10","14,062.00","18,683.60",0,"23,610.50",0,"14,282.40","12,810.30","16,330.60","18,114.20","18,933.90","30,860.50"
Arkansas ,Lawrence ,5075,"28,190.00","21,816.10","13,677.10","18,510.70","22,508.60",0,"22,624.50","26,114.30","23,420.50","16,666.60","14,878.70","18,733.70",0,"26,986.80","17,600.10","13,185.40","13,012.50","17,176.80","16,341.60","22,257.50","29,044.90"
Arkansas ,Lee ,5077,"25,697.20","24,304.40","13,580.50","17,541.20","27,927.30",0,"20,963.60","23,756.60","24,335.00","23,814.70","14,864.50","26,536.20",0,"24,192.90",0,"13,658.30","12,230.90","17,563.60","19,935.70","22,782.30","34,705.50"
Arkansas ,Lincoln ,5079,"17,444.50","17,164.50","13,018.90","21,570.70","21,747.10",0,"16,457.00","23,724.20","20,279.20","15,815.30","14,024.90","22,273.30",0,"20,216.40",0,"12,502.20","11,807.90","14,111.50","17,991.50","19,536.20","28,264.50"
Arkansas ,Little River ,5081,"32,237.50","29,237.40","16,280.80","30,897.00","25,296.70",0,"22,057.00","28,794.40","26,915.00","21,909.10","16,358.50","39,392.90",0,"28,565.10","42,301.30","15,101.20","14,936.40","20,726.10","20,985.50","30,807.60","34,425.20"
Arkansas ,Logan ,5083,"23,619.40","22,245.90","15,231.20","19,557.80","20,834.10",0,"20,144.80","24,925.00","24,067.40","17,523.90","14,094.60","20,808.40",0,"24,349.80","16,914.40","13,123.60","13,267.60","17,437.70","21,491.00","21,902.20","30,344.60"
Arkansas ,Lonoke ,5085,"24,332.80","22,074.80","13,736.10","21,019.30","20,498.50","3,982.00","20,378.00","24,245.60","22,532.00","18,051.00","13,021.80","22,035.90","42,377.30","23,938.60","11,837.40","12,827.30","12,933.10","15,148.80","21,668.60","28,528.50","28,287.80"
Arkansas ,Madison ,5087,"24,876.30","18,720.40","12,088.60","17,728.50","22,280.90",0,"17,080.00","20,637.10","17,260.60","13,799.90","12,710.30","22,699.60",0,"20,875.20","26,342.60","10,561.60","11,255.10","14,997.40","16,652.00","18,759.80","20,236.20"
Arkansas ,Marion ,5089,"16,794.60","18,703.10","12,772.90","19,638.80","17,788.20",0,"15,028.80","19,174.30","20,534.70","14,298.20","11,471.50","16,662.70",0,"20,861.30","22,998.70","10,324.10","10,972.80","13,810.80","15,839.90","19,917.40","26,892.20"
Arkansas ,Miller ,5091,"22,966.10","23,152.00","14,988.60","19,939.20","20,959.20",0,"19,494.30","25,367.40","22,455.50","18,538.60","14,455.40","28,785.50","28,583.80","23,672.10","13,199.10","12,745.00","13,003.90","17,276.80","19,685.60","25,567.50","26,565.90"
Arkansas ,Mississippi ,5093,"19,799.90","25,337.20","13,005.20","27,894.90","22,425.40",0,"22,828.10","25,697.20","21,998.00","18,047.90","14,284.10","18,941.30",0,"24,978.80","19,483.40","12,398.80","12,755.40","17,422.40","23,726.50","25,335.90","30,693.20"
Arkansas ,Monroe ,5095,"21,350.80","22,106.40","13,561.60","23,478.80","24,874.90",0,"20,997.20","24,480.10","22,174.80","18,455.80","14,395.70","13,766.50",0,"25,119.50",0,"12,959.40","12,487.30","15,918.20","16,858.70","21,224.30","33,215.60"
Arkansas ,Montgomery ,5097,"20,194.40","17,781.30","12,675.70","24,170.00","15,954.60",0,"16,394.40","21,164.90","20,527.10","16,042.80","13,041.50","20,604.70",0,"21,373.70",0,"10,499.00","11,449.40","12,696.30","20,584.10","21,620.70","32,902.10"
Arkansas ,Nevada ,5099,"28,702.00","19,754.30","15,316.40","23,155.10","20,172.10",0,"19,761.00","27,013.70","24,005.70","21,676.10","15,483.70","22,539.10",0,"22,963.30",0,"13,852.50","13,466.70","16,086.90","17,930.10","20,909.30","21,938.10"
Arkansas ,Newton ,5101,"13,218.90","13,979.10","9,902.30","16,661.10","17,233.20",0,"21,295.60","17,569.00","16,919.50","12,730.80","9,537.60","22,178.60",0,"16,987.40","5,195.60","9,018.30","9,435.10","11,579.40","13,562.30","12,238.70","24,685.50"
Arkansas ,Ouachita ,5103,"21,570.10","19,262.50","12,486.40","21,896.70","20,269.00",0,"17,537.50","25,209.70","21,891.30","16,753.40","13,013.40","15,663.30",0,"22,716.20","10,048.90","12,436.00","12,029.40","15,290.10","16,194.80","22,782.90","23,297.70"
Arkansas ,Perry ,5105,"17,899.40","17,799.30","12,659.70","22,313.80","20,221.20",0,"22,100.80","27,598.00","21,570.90","16,553.70","13,856.60","24,924.30",0,"25,996.30",0,"12,544.10","12,176.20","14,805.80","12,605.70","24,107.90","23,403.60"
Arkansas ,Phillips ,5107,"20,448.80","20,226.50","11,167.60","18,144.10","23,315.60",0,"17,318.20","22,837.10","20,097.30","19,169.60","13,758.50","20,777.50",0,"24,732.40","18,292.20","13,260.90","12,269.00","16,184.50","18,443.30","16,992.70","27,949.30"
Arkansas ,Pike ,5109,"23,334.40","22,223.30","15,075.80","26,962.30","22,076.80",0,"20,661.50","23,110.50","23,268.90","17,823.10","14,107.60","15,589.60",0,"22,337.80",0,"12,455.70","11,880.80","14,545.50","21,453.70","26,213.00","28,956.00"
Arkansas ,Poinsett ,5111,"22,351.20","22,847.60","13,823.80","29,024.70","22,222.90",0,"23,081.90","26,436.30","21,433.80","18,119.90","14,471.90","19,725.70",0,"25,884.30","21,999.90","13,033.40","12,697.80","16,731.50","22,506.80","24,097.70","26,640.90"
Arkansas ,Polk ,5113,"17,530.00","21,641.10","14,946.60","24,154.80","19,398.20",0,"21,250.00","24,616.10","21,993.70","17,386.80","13,556.20","15,236.50",0,"22,431.80","12,681.40","13,739.50","12,733.00","15,075.40","20,507.90","26,997.30","26,734.70"
Arkansas ,Pope ,5115,"20,154.50","16,869.30","14,387.70","22,056.60","20,495.00","3,419.90","18,771.90","25,720.40","22,120.60","15,251.20","12,133.10","18,947.20",0,"21,352.40","14,598.50","12,369.30","12,360.10","14,603.80","17,912.30","19,288.10","22,671.80"
Arkansas ,Prairie ,5117,"26,580.40","22,002.60","14,820.70","26,135.10","18,540.50",0,"20,267.90","21,402.60","22,547.80","17,587.40","13,250.70","23,058.50",0,"23,491.20",0,"13,381.20","12,531.70","15,175.80","24,341.60","26,456.90","24,864.00"
